words,syllables,sentences,letters,avg_word_len,avg_word_syl,avg_sent_len,level
438,937,43,2229,5.089,2.343,10.186,advanced
429,935,44,2209,5.149,2.343,9.75,advanced
577,1317,42,3110,5.39,2.343,13.738,advanced
502,1145,40,2737,5.452,2.343,12.55,advanced
644,1352,45,3151,4.893,2.343,14.311,advanced
393,948,33,2238,5.695,2.343,11.909,advanced
532,1145,54,2731,5.133,2.343,9.852,advanced
428,932,44,2200,5.14,2.343,9.727,advanced
437,943,51,2249,5.146,2.343,8.569,advanced
509,1021,52,2498,4.908,2.343,9.788,advanced
462,834,47,1993,4.314,2.343,9.83,advanced
497,984,39,2395,4.819,2.343,12.744,advanced
595,1196,35,2851,4.792,2.343,17.0,advanced
606,1148,63,2641,4.358,2.343,9.619,advanced
523,1060,53,2377,4.545,2.343,9.868,advanced
553,1067,44,2487,4.497,2.343,12.568,advanced
466,995,45,2311,4.959,2.343,10.356,advanced
474,1040,40,2373,5.006,2.343,11.85,advanced
307,598,16,1431,4.661,2.343,19.188,advanced
565,1098,58,2560,4.531,2.343,9.741,advanced
419,942,36,2262,5.399,2.343,11.639,advanced
394,917,38,2134,5.416,2.343,10.368,advanced
376,849,32,2033,5.407,2.343,11.75,advanced
584,1250,42,2840,4.863,2.343,13.905,advanced
464,946,33,2216,4.776,2.343,14.061,advanced
516,1151,51,2698,5.229,2.343,10.118,advanced
405,988,28,2327,5.746,2.343,14.464,advanced
497,1182,34,2779,5.592,2.343,14.618,advanced
467,1192,32,2776,5.944,2.343,14.594,advanced
392,929,34,2172,5.541,2.343,11.529,advanced
454,1126,44,2681,5.905,2.343,10.318,advanced
403,1081,39,2601,6.454,2.343,10.333,advanced
235,480,29,1084,4.613,2.343,8.103,advanced
168,352,7,828,4.929,2.343,24.0,advanced
135,228,11,613,4.541,2.343,12.273,advanced
226,448,21,1075,4.757,2.343,10.762,advanced
138,264,14,661,4.79,2.343,9.857,advanced
361,905,40,2079,5.759,2.343,9.025,advanced
459,1148,48,2723,5.932,2.343,9.562,advanced
380,1050,30,2381,6.266,2.343,12.667,advanced
454,1030,39,2407,5.302,2.343,11.641,advanced
333,814,30,1884,5.658,2.343,11.1,advanced
394,1015,36,2395,6.079,2.343,10.944,advanced
430,1095,36,2590,6.023,2.343,11.944,advanced
397,932,41,2184,5.501,2.343,9.683,advanced
315,802,18,1928,6.121,2.343,17.5,advanced
437,998,30,2298,5.259,2.343,14.567,advanced
469,1059,52,2456,5.237,2.343,9.019,advanced
379,789,29,1769,4.668,2.343,13.069,advanced
502,1139,38,2675,5.329,2.343,13.211,advanced
493,1083,31,2520,5.112,2.343,15.903,advanced
475,1016,30,2383,5.017,2.343,15.833,advanced
396,942,27,2239,5.654,2.343,14.667,advanced
265,526,38,1185,4.472,2.343,6.974,advanced
438,954,40,2249,5.135,2.343,10.95,advanced
425,926,56,2160,5.082,2.343,7.589,advanced
545,992,39,2589,4.75,2.343,13.974,advanced
509,959,41,2458,4.829,2.343,12.415,advanced
432,887,27,2094,4.847,2.343,16.0,advanced
459,886,75,2085,4.542,2.343,6.12,advanced
548,1017,44,2327,4.246,2.343,12.455,advanced
310,586,41,1395,4.5,2.343,7.561,advanced
447,989,40,2278,5.096,2.343,11.175,advanced
621,1239,61,2823,4.546,2.343,10.18,advanced
554,1141,41,2676,4.83,2.343,13.512,advanced
330,836,31,2008,6.085,2.343,10.645,advanced
363,831,47,1978,5.449,2.343,7.723,advanced
325,821,24,1909,5.874,2.343,13.542,advanced
268,724,19,1648,6.149,2.343,14.105,advanced
265,685,26,1635,6.17,2.343,10.192,advanced
342,924,32,2215,6.477,2.343,10.688,advanced
347,817,35,1954,5.631,2.343,9.914,advanced
376,969,31,2348,6.245,2.343,12.129,advanced
321,822,22,1936,6.031,2.343,14.591,advanced
321,887,32,2064,6.43,2.343,10.031,advanced
408,923,49,2236,5.48,2.343,8.327,advanced
305,680,27,1621,5.315,2.343,11.296,advanced
287,668,29,1611,5.613,2.343,9.897,advanced
295,735,18,1731,5.868,2.343,16.389,advanced
298,814,20,1955,6.56,2.511,14.9,academic
378,999,18,2349,6.214,2.349,21.0,academic
339,915,27,2105,6.209,2.349,12.556,academic
446,1167,34,2731,6.123,2.349,13.118,academic
397,867,41,2150,5.416,2.256,9.683,academic
342,904,29,2158,6.31,2.336,11.793,academic
281,752,26,1801,6.409,2.138,10.808,academic
417,1178,27,2789,6.688,2.343,15.444,academic
436,1096,47,2606,5.977,2.511,9.277,academic
276,687,26,1658,6.007,2.349,10.615,academic
393,1024,37,2451,6.237,2.349,10.622,academic
259,660,21,1585,6.12,2.349,12.333,academic
355,892,35,2136,6.017,2.349,10.143,academic
367,915,34,2150,5.858,2.349,10.794,academic
391,984,32,2324,5.944,2.349,12.219,academic
443,1151,32,2634,5.946,2.349,13.844,academic
463,1194,37,2744,5.927,2.349,12.514,academic
401,1004,24,2283,5.693,2.349,16.708,academic
374,940,32,2274,6.08,2.349,11.688,academic
387,1076,32,2409,6.225,2.349,12.094,academic
334,938,30,2181,6.53,2.349,11.133,academic
420,1096,32,2548,6.067,2.349,13.125,academic
408,993,37,2290,5.613,2.349,11.027,academic
365,956,28,2238,6.132,2.349,13.036,academic
496,1201,36,2758,5.56,2.349,13.778,academic
393,1040,31,2374,6.041,2.349,12.677,academic
337,890,36,2143,6.359,2.349,9.361,academic
437,1204,37,2834,6.485,2.349,11.811,academic
320,829,30,2016,6.3,2.349,10.667,academic
429,1079,32,2480,5.781,2.349,13.406,academic
420,1109,27,2566,6.11,2.349,15.556,academic
460,1107,37,2639,5.737,2.349,12.432,academic
495,1280,43,3026,6.113,2.349,11.512,academic
394,1046,31,2457,6.236,2.349,12.71,academic
372,971,22,2294,6.167,2.349,16.909,academic
319,911,20,2083,6.53,2.349,15.95,academic
433,1201,35,2874,6.637,2.349,12.371,academic
329,910,21,2182,6.632,2.349,15.667,academic
382,851,29,2013,5.27,2.349,13.172,academic
430,984,34,2240,5.209,2.349,12.647,academic
410,987,28,2323,5.666,2.349,14.643,academic
420,1100,34,2641,6.288,2.349,12.353,academic
437,1169,26,2665,6.098,2.349,16.808,academic
405,1095,28,2535,6.259,2.349,14.464,academic
353,1025,20,2362,6.691,2.349,17.65,academic
389,986,21,2320,5.964,2.349,18.524,academic
407,1012,21,2403,5.904,2.349,19.381,academic
456,1196,29,2806,6.154,2.349,15.724,academic
434,1015,28,2437,5.615,2.349,15.5,academic
242,461,11,1093,4.517,2.349,22.0,academic
174,372,12,853,4.902,2.349,14.5,academic
456,1033,26,2484,5.447,2.349,17.538,academic
449,1080,17,2550,5.679,2.349,26.412,academic
415,1014,26,2478,5.971,2.349,15.962,academic
520,1180,21,2844,5.469,2.349,24.762,academic
423,1038,30,2446,5.783,2.349,14.1,academic
485,1148,25,2655,5.474,2.349,19.4,academic
380,640,45,1517,3.992,2.349,8.444,academic
227,400,10,901,3.969,2.349,22.7,academic
532,1206,32,2843,5.344,2.349,16.625,academic
437,814,75,1872,4.284,2.349,5.827,academic
430,837,63,1884,4.381,2.349,6.825,academic
342,862,26,2053,6.003,2.349,13.154,academic
458,1127,28,2685,5.862,2.349,16.357,academic
450,1062,23,2505,5.567,2.349,19.565,academic
390,1026,16,2414,6.19,2.349,24.375,academic
439,1079,16,2572,5.859,2.349,27.438,academic
443,1024,21,2445,5.519,2.349,21.095,academic
400,1138,27,2733,6.832,2.349,14.815,academic
432,1090,24,2516,5.824,2.349,18.0,academic
344,810,33,1893,5.503,2.349,10.424,academic
376,905,24,2166,5.761,2.349,15.667,academic
471,1243,22,2954,6.272,2.349,21.409,academic
466,1170,26,2740,5.88,2.349,17.923,academic
410,1069,13,2503,6.105,2.349,31.538,academic
437,1142,28,2731,6.249,2.349,15.607,academic
104,205,10,493,4.74,2.349,10.4,academic
541,1238,34,2822,5.216,2.349,15.912,academic
524,1063,27,2534,4.836,2.349,19.407,academic
418,953,25,2265,5.419,2.349,16.72,academic
298,671,15,1535,5.151,2.349,19.867,academic
383,899,27,2179,5.689,2.349,14.185,academic
263,516,12,1226,4.662,2.349,21.917,academic
268,516,11,1200,4.478,2.349,24.364,academic
290,516,10,1228,4.234,2.349,29.0,academic
169,344,7,818,4.84,2.349,24.143,academic
259,516,12,1263,4.876,2.349,21.583,academic
223,430,22,1059,4.749,2.349,10.136,academic
383,927,28,2196,5.734,2.349,13.679,academic
465,696,15,1895,4.075,2.349,31.0,academic
519,825,32,2137,4.118,2.349,16.219,academic
227,471,29,1030,4.537,2.349,7.828,academic
425,912,38,2161,5.085,2.349,11.184,academic
460,932,55,2217,4.82,2.349,8.364,academic
309,921,17,2211,7.155,2.349,18.176,academic
388,1032,31,2560,6.598,2.349,12.516,academic
366,934,36,2256,6.164,2.349,10.167,academic
401,1041,33,2477,6.177,2.349,12.152,academic
363,982,28,2287,6.3,2.349,12.964,academic
410,1047,32,2465,6.012,2.349,12.812,academic
442,1164,34,2818,6.376,2.349,13.0,academic
333,868,29,2061,6.189,2.349,11.483,academic
447,1199,37,2863,6.405,2.349,12.081,academic
413,1072,35,2536,6.14,2.349,11.8,academic
428,1199,27,2792,6.523,2.349,15.852,academic
480,1227,35,2952,6.15,2.349,13.714,academic
449,1134,34,2720,6.058,2.349,13.206,academic
349,930,31,2247,6.438,2.349,11.258,academic
501,1245,40,2902,5.792,2.349,12.525,academic
425,1084,32,2528,5.948,2.349,13.281,academic
425,1100,33,2650,6.235,2.349,12.879,academic
398,1046,31,2504,6.291,2.349,12.839,academic
426,1145,24,2681,6.293,2.349,17.75,academic
454,1241,30,2915,6.421,2.349,15.133,academic
349,1029,36,2375,6.805,2.349,9.694,academic
406,1092,34,2622,6.458,2.349,11.941,academic
371,1037,23,2449,6.601,2.349,16.13,academic
404,1112,27,2626,6.5,2.349,14.963,academic
381,1135,27,2624,6.887,2.349,14.111,academic
438,1150,36,2700,6.164,2.349,12.167,academic
389,1098,24,2615,6.722,2.349,16.208,academic
341,1028,22,2500,7.331,2.349,15.5,academic
382,1112,25,2739,7.17,2.349,15.28,academic
350,1049,27,2504,7.154,2.349,12.963,academic
374,980,30,2305,6.163,2.349,12.467,academic
406,1180,28,2885,7.106,2.349,14.5,academic
397,1161,22,2703,6.809,2.349,18.045,academic
478,1216,34,2835,5.931,2.349,14.059,academic
402,1086,30,2548,6.338,2.349,13.4,academic
398,1067,29,2560,6.432,2.349,13.724,academic
423,1222,27,2912,6.884,2.349,15.667,academic
337,987,25,2356,6.991,2.349,13.48,academic
376,971,22,2375,6.316,2.349,17.091,academic
421,1108,30,2598,6.171,2.349,14.033,academic
412,1295,26,3039,7.376,2.349,15.846,academic
440,1126,23,2753,6.257,2.349,19.13,academic
412,1108,31,2575,6.25,2.349,13.29,academic
337,865,19,2081,6.175,2.349,17.737,academic
426,1145,24,2724,6.394,2.349,17.75,academic
310,934,21,2225,7.177,2.349,14.762,academic
389,1080,27,2504,6.437,2.349,14.407,academic
366,983,22,2305,6.298,2.349,16.636,academic
439,1065,30,2501,5.697,2.349,14.633,academic
336,831,17,1928,5.738,2.349,19.765,academic
470,1219,24,2870,6.106,2.349,19.583,academic
418,977,32,2322,5.555,2.349,13.062,academic
411,964,27,2321,5.647,2.349,15.222,academic
363,845,24,1972,5.433,2.349,15.125,academic
368,945,19,2192,5.957,2.349,19.368,academic
493,1149,31,2702,5.481,2.349,15.903,academic
